id,group_id,text,label,split,provenance
A-08-4,A-08,Reading suggestion: Finding text in scanned manuals. Scanned pages are extracted and indexed so a generator can answer questions using the retrieved material. The intended reader is a software developer.,RAG,train,authored_synthetic
C-20-4,C-20,Reading suggestion: Preventing validation leakage. Related examples are grouped before splitting a dataset used to adapt a pretrained model. The intended reader is a software developer.,Fine-tuning,train,authored_synthetic
D-24-1,D-24,"Article: A roundup without a main technical topic. Description: A brief newsletter mentions model launches, retrieval, agents, and training equally, with no clear dominant topic.",Other,train,authored_synthetic
D-10-1,D-10,Article: Forecasting with tabular features. Description: A predictive model estimates outcomes from rows of structured data; no language-model adaptation is discussed.,Other,train,authored_synthetic
A-11-2,A-11,"A follow-up question is rewritten into a standalone query to retrieve relevant knowledge-base passages. The article is titled ""Question rewriting for search"".",RAG,train,authored_synthetic
D-20-2,D-20,"An ecommerce search engine ranks products by similarity, but no language generation or grounded answering is involved. The article is titled ""Vector similarity for product search"".",Other,train,authored_synthetic
A-17-1,A-17,Article: Searching multilingual documents. Description: A multilingual embedding index retrieves relevant passages across languages for question answering.,RAG,train,authored_synthetic
B-02-4,B-02,Reading suggestion: Pausing before an external action. A tool-using assistant waits for human approval before sending a message or changing an external record. The intended reader is a software developer.,Agents,train,authored_synthetic
B-05-0,B-05,Maintaining state over several actions. A long-running assistant records completed actions so it can resume a task without repeating them.,Agents,train,authored_synthetic
B-08-0,B-08,Delegating work between specialists. A coordinator assigns subtasks to specialized assistants and combines their results into one response.,Agents,train,authored_synthetic
D-20-4,D-20,"Reading suggestion: Vector similarity for product search. An ecommerce search engine ranks products by similarity, but no language generation or grounded answering is involved. The intended reader is a software developer.",Other,train,authored_synthetic
A-02-2,A-02,"The system searches a document collection before asking a language model to answer the user's question. The article is titled ""Search before generation"".",RAG,train,authored_synthetic
A-13-2,A-13,"The pipeline removes near-identical retrieved passages to use the model's context budget more effectively. The article is titled ""Reducing duplicate context"".",RAG,train,authored_synthetic
D-05-2,D-05,"The article compares published inference prices and account limits for several hosted language models. The article is titled ""Comparing model API prices"".",Other,train,authored_synthetic
B-16-0,B-16,"Auditing an assistant's actions. The article records which tools an agent called, their inputs, and the resulting state changes.",Agents,validation,authored_synthetic
C-18-2,C-18,"A small pretrained model learns category labels from reviewed examples and is compared with its original version. The article is titled ""Training a compact label router"".",Fine-tuning,validation,authored_synthetic
B-12-0,B-12,Human escalation after repeated failure. An automated assistant stops retrying unsuccessful actions and asks a person to resolve the issue.,Agents,validation,authored_synthetic
B-12-2,B-12,"An automated assistant stops retrying unsuccessful actions and asks a person to resolve the issue. The article is titled ""Human escalation after repeated failure"".",Agents,validation,authored_synthetic
A-09-0,A-09,Comparing retrieval recall. The experiment measures whether search returns the passages that contain the answer.,RAG,validation,authored_synthetic
A-16-4,A-16,Reading suggestion: Retrieving tables for answers. A system finds the relevant rows in financial reports and passes that context to a text generator. The intended reader is a software developer.,RAG,validation,authored_synthetic
C-09-1,C-09,Article: Masking the training loss. Description: The training code computes loss on the assistant's target answer instead of learning to repeat the input prompt.,Fine-tuning,validation,authored_synthetic
C-19-1,C-19,Article: Ablating adapter placement. Description: The experiment changes which transformer layers receive trainable adapters during task adaptation.,Fine-tuning,validation,authored_synthetic
C-16-2,C-16,"Labelled task examples are converted into conversation-format records for supervised model training. The article is titled ""Preparing ShareGPT records"".",Fine-tuning,validation,authored_synthetic
D-16-2,D-16,"A statistical model flags unusual transaction patterns using structured features. The article is titled ""Detecting anomalies in transactions"".",Other,validation,authored_synthetic
B-09-0,B-09,Functions exposed through MCP. A tool server exposes operations that an assistant can discover and invoke while performing a task.,Agents,validation,authored_synthetic
B-18-0,B-18,Recovering a paused workflow. An assistant resumes from a saved checkpoint after a person supplies a missing decision.,Agents,validation,authored_synthetic
B-09-1,B-09,Article: Functions exposed through MCP. Description: A tool server exposes operations that an assistant can discover and invoke while performing a task.,Agents,validation,authored_synthetic
B-18-2,B-18,"An assistant resumes from a saved checkpoint after a person supplies a missing decision. The article is titled ""Recovering a paused workflow"".",Agents,validation,authored_synthetic
D-18-2,D-18,"An existing translation API converts text between languages without additional training or autonomous actions. The article is titled ""Translation with a pretrained service"".",Other,validation,authored_synthetic
A-09-1,A-09,Article: Comparing retrieval recall. Description: The experiment measures whether search returns the passages that contain the answer.,RAG,validation,authored_synthetic
D-09-0,D-09,An AI hardware launch. A manufacturer announces an accelerator chip and describes its memory and compute specifications.,Other,validation,authored_synthetic
B-09-2,B-09,"A tool server exposes operations that an assistant can discover and invoke while performing a task. The article is titled ""Functions exposed through MCP"".",Agents,validation,authored_synthetic
C-19-4,C-19,Reading suggestion: Ablating adapter placement. The experiment changes which transformer layers receive trainable adapters during task adaptation. The intended reader is a software developer.,Fine-tuning,validation,authored_synthetic
A-12-4,A-12,"Reading suggestion: Parent documents and small chunks. Small text chunks locate a match, then their parent sections supply context for the generated answer. The intended reader is a software developer.",RAG,validation,authored_synthetic
B-12-1,B-12,Article: Human escalation after repeated failure. Description: An automated assistant stops retrying unsuccessful actions and asks a person to resolve the issue.,Agents,validation,authored_synthetic
C-09-2,C-09,"The training code computes loss on the assistant's target answer instead of learning to repeat the input prompt. The article is titled ""Masking the training loss"".",Fine-tuning,validation,authored_synthetic
D-16-1,D-16,Article: Detecting anomalies in transactions. Description: A statistical model flags unusual transaction patterns using structured features.,Other,validation,authored_synthetic
C-19-2,C-19,"The experiment changes which transformer layers receive trainable adapters during task adaptation. The article is titled ""Ablating adapter placement"".",Fine-tuning,validation,authored_synthetic
B-16-3,B-16,"A developer learning note on auditing an assistant's actions. The article records which tools an agent called, their inputs, and the resulting state changes.",Agents,validation,authored_synthetic
D-12-2,D-12,"A benchmark measures a model's reasoning ability using standalone questions without a retrieval or tool workflow. The article is titled ""A general language benchmark"".",Other,validation,authored_synthetic
C-18-3,C-18,A developer learning note on training a compact label router. A small pretrained model learns category labels from reviewed examples and is compared with its original version.,Fine-tuning,validation,authored_synthetic
C-12-2,C-12,"A classifier training dataset is balanced before updating a pretrained model for ticket routing. The article is titled ""Balancing classes for adaptation"".",Fine-tuning,validation,authored_synthetic
C-18-4,C-18,Reading suggestion: Training a compact label router. A small pretrained model learns category labels from reviewed examples and is compared with its original version. The intended reader is a software developer.,Fine-tuning,validation,authored_synthetic
D-12-1,D-12,Article: A general language benchmark. Description: A benchmark measures a model's reasoning ability using standalone questions without a retrieval or tool workflow.,Other,validation,authored_synthetic
D-19-3,D-19,A developer learning note on classifying customer sentiment. An existing sentiment service labels text positive or negative; the article does not describe adapting its model.,Other,validation,authored_synthetic
B-18-4,B-18,Reading suggestion: Recovering a paused workflow. An assistant resumes from a saved checkpoint after a person supplies a missing decision. The intended reader is a software developer.,Agents,validation,authored_synthetic
D-12-0,D-12,A general language benchmark. A benchmark measures a model's reasoning ability using standalone questions without a retrieval or tool workflow.,Other,validation,authored_synthetic
A-12-0,A-12,"Parent documents and small chunks. Small text chunks locate a match, then their parent sections supply context for the generated answer.",RAG,validation,authored_synthetic
A-12-3,A-12,"A developer learning note on parent documents and small chunks. Small text chunks locate a match, then their parent sections supply context for the generated answer.",RAG,validation,authored_synthetic
C-09-4,C-09,Reading suggestion: Masking the training loss. The training code computes loss on the assistant's target answer instead of learning to repeat the input prompt. The intended reader is a software developer.,Fine-tuning,validation,authored_synthetic
B-09-3,B-09,A developer learning note on functions exposed through MCP. A tool server exposes operations that an assistant can discover and invoke while performing a task.,Agents,validation,authored_synthetic
D-09-3,D-09,A developer learning note on an AI hardware launch. A manufacturer announces an accelerator chip and describes its memory and compute specifications.,Other,validation,authored_synthetic
B-19-0,B-19,A simulated environment for decisions. A language model selects actions in an environment and adjusts its next move from observed feedback.,Agents,validation,authored_synthetic
A-19-1,A-19,Article: Passage compression. Description: A retrieval pipeline shortens selected source passages before placing them in the answer prompt.,RAG,validation,authored_synthetic
B-09-4,B-09,Reading suggestion: Functions exposed through MCP. A tool server exposes operations that an assistant can discover and invoke while performing a task. The intended reader is a software developer.,Agents,validation,authored_synthetic
C-18-1,C-18,Article: Training a compact label router. Description: A small pretrained model learns category labels from reviewed examples and is compared with its original version.,Fine-tuning,validation,authored_synthetic
D-12-3,D-12,A developer learning note on a general language benchmark. A benchmark measures a model's reasoning ability using standalone questions without a retrieval or tool workflow.,Other,validation,authored_synthetic
C-12-1,C-12,Article: Balancing classes for adaptation. Description: A classifier training dataset is balanced before updating a pretrained model for ticket routing.,Fine-tuning,validation,authored_synthetic
B-18-3,B-18,A developer learning note on recovering a paused workflow. An assistant resumes from a saved checkpoint after a person supplies a missing decision.,Agents,validation,authored_synthetic
B-19-1,B-19,Article: A simulated environment for decisions. Description: A language model selects actions in an environment and adjusts its next move from observed feedback.,Agents,validation,authored_synthetic
B-18-1,B-18,Article: Recovering a paused workflow. Description: An assistant resumes from a saved checkpoint after a person supplies a missing decision.,Agents,validation,authored_synthetic
D-19-0,D-19,Classifying customer sentiment. An existing sentiment service labels text positive or negative; the article does not describe adapting its model.,Other,validation,authored_synthetic
A-12-1,A-12,"Article: Parent documents and small chunks. Description: Small text chunks locate a match, then their parent sections supply context for the generated answer.",RAG,validation,authored_synthetic
B-16-4,B-16,"Reading suggestion: Auditing an assistant's actions. The article records which tools an agent called, their inputs, and the resulting state changes. The intended reader is a software developer.",Agents,validation,authored_synthetic
B-12-3,B-12,A developer learning note on human escalation after repeated failure. An automated assistant stops retrying unsuccessful actions and asks a person to resolve the issue.,Agents,validation,authored_synthetic
C-16-1,C-16,Article: Preparing ShareGPT records. Description: Labelled task examples are converted into conversation-format records for supervised model training.,Fine-tuning,validation,authored_synthetic
A-18-2,A-18,"A help-center assistant embeds queries and retrieves similar support articles as answer context. The article is titled ""Dense retrieval for a help center"".",RAG,validation,authored_synthetic
D-19-1,D-19,Article: Classifying customer sentiment. Description: An existing sentiment service labels text positive or negative; the article does not describe adapting its model.,Other,validation,authored_synthetic
A-16-0,A-16,Retrieving tables for answers. A system finds the relevant rows in financial reports and passes that context to a text generator.,RAG,validation,authored_synthetic
C-09-3,C-09,A developer learning note on masking the training loss. The training code computes loss on the assistant's target answer instead of learning to repeat the input prompt.,Fine-tuning,validation,authored_synthetic
D-18-0,D-18,Translation with a pretrained service. An existing translation API converts text between languages without additional training or autonomous actions.,Other,validation,authored_synthetic
A-16-1,A-16,Article: Retrieving tables for answers. Description: A system finds the relevant rows in financial reports and passes that context to a text generator.,RAG,validation,authored_synthetic
C-16-0,C-16,Preparing ShareGPT records. Labelled task examples are converted into conversation-format records for supervised model training.,Fine-tuning,validation,authored_synthetic
B-16-2,B-16,"The article records which tools an agent called, their inputs, and the resulting state changes. The article is titled ""Auditing an assistant's actions"".",Agents,validation,authored_synthetic
A-09-3,A-09,A developer learning note on comparing retrieval recall. The experiment measures whether search returns the passages that contain the answer.,RAG,validation,authored_synthetic
D-19-4,D-19,Reading suggestion: Classifying customer sentiment. An existing sentiment service labels text positive or negative; the article does not describe adapting its model. The intended reader is a software developer.,Other,validation,authored_synthetic
A-19-4,A-19,Reading suggestion: Passage compression. A retrieval pipeline shortens selected source passages before placing them in the answer prompt. The intended reader is a software developer.,RAG,validation,authored_synthetic
A-19-3,A-19,A developer learning note on passage compression. A retrieval pipeline shortens selected source passages before placing them in the answer prompt.,RAG,validation,authored_synthetic
B-12-4,B-12,Reading suggestion: Human escalation after repeated failure. An automated assistant stops retrying unsuccessful actions and asks a person to resolve the issue. The intended reader is a software developer.,Agents,validation,authored_synthetic
C-16-4,C-16,Reading suggestion: Preparing ShareGPT records. Labelled task examples are converted into conversation-format records for supervised model training. The intended reader is a software developer.,Fine-tuning,validation,authored_synthetic
B-19-4,B-19,Reading suggestion: A simulated environment for decisions. A language model selects actions in an environment and adjusts its next move from observed feedback. The intended reader is a software developer.,Agents,validation,authored_synthetic
A-18-1,A-18,Article: Dense retrieval for a help center. Description: A help-center assistant embeds queries and retrieves similar support articles as answer context.,RAG,validation,authored_synthetic
D-16-3,D-16,A developer learning note on detecting anomalies in transactions. A statistical model flags unusual transaction patterns using structured features.,Other,validation,authored_synthetic
D-18-3,D-18,A developer learning note on translation with a pretrained service. An existing translation API converts text between languages without additional training or autonomous actions.,Other,validation,authored_synthetic
A-19-0,A-19,Passage compression. A retrieval pipeline shortens selected source passages before placing them in the answer prompt.,RAG,validation,authored_synthetic
D-18-1,D-18,Article: Translation with a pretrained service. Description: An existing translation API converts text between languages without additional training or autonomous actions.,Other,validation,authored_synthetic
A-18-4,A-18,Reading suggestion: Dense retrieval for a help center. A help-center assistant embeds queries and retrieves similar support articles as answer context. The intended reader is a software developer.,RAG,validation,authored_synthetic
B-19-3,B-19,A developer learning note on a simulated environment for decisions. A language model selects actions in an environment and adjusts its next move from observed feedback.,Agents,validation,authored_synthetic
A-18-0,A-18,Dense retrieval for a help center. A help-center assistant embeds queries and retrieves similar support articles as answer context.,RAG,validation,authored_synthetic
A-16-3,A-16,A developer learning note on retrieving tables for answers. A system finds the relevant rows in financial reports and passes that context to a text generator.,RAG,validation,authored_synthetic
A-12-2,A-12,"Small text chunks locate a match, then their parent sections supply context for the generated answer. The article is titled ""Parent documents and small chunks"".",RAG,validation,authored_synthetic
A-19-2,A-19,"A retrieval pipeline shortens selected source passages before placing them in the answer prompt. The article is titled ""Passage compression"".",RAG,validation,authored_synthetic
C-09-0,C-09,Masking the training loss. The training code computes loss on the assistant's target answer instead of learning to repeat the input prompt.,Fine-tuning,validation,authored_synthetic
D-12-4,D-12,Reading suggestion: A general language benchmark. A benchmark measures a model's reasoning ability using standalone questions without a retrieval or tool workflow. The intended reader is a software developer.,Other,validation,authored_synthetic
C-19-0,C-19,Ablating adapter placement. The experiment changes which transformer layers receive trainable adapters during task adaptation.,Fine-tuning,validation,authored_synthetic
D-09-4,D-09,Reading suggestion: An AI hardware launch. A manufacturer announces an accelerator chip and describes its memory and compute specifications. The intended reader is a software developer.,Other,validation,authored_synthetic
D-18-4,D-18,Reading suggestion: Translation with a pretrained service. An existing translation API converts text between languages without additional training or autonomous actions. The intended reader is a software developer.,Other,validation,authored_synthetic
C-19-3,C-19,A developer learning note on ablating adapter placement. The experiment changes which transformer layers receive trainable adapters during task adaptation.,Fine-tuning,validation,authored_synthetic
C-12-0,C-12,Balancing classes for adaptation. A classifier training dataset is balanced before updating a pretrained model for ticket routing.,Fine-tuning,validation,authored_synthetic
C-18-0,C-18,Training a compact label router. A small pretrained model learns category labels from reviewed examples and is compared with its original version.,Fine-tuning,validation,authored_synthetic
A-09-2,A-09,"The experiment measures whether search returns the passages that contain the answer. The article is titled ""Comparing retrieval recall"".",RAG,validation,authored_synthetic
D-09-2,D-09,"A manufacturer announces an accelerator chip and describes its memory and compute specifications. The article is titled ""An AI hardware launch"".",Other,validation,authored_synthetic
C-16-3,C-16,A developer learning note on preparing ShareGPT records. Labelled task examples are converted into conversation-format records for supervised model training.,Fine-tuning,validation,authored_synthetic
D-09-1,D-09,Article: An AI hardware launch. Description: A manufacturer announces an accelerator chip and describes its memory and compute specifications.,Other,validation,authored_synthetic
C-12-3,C-12,A developer learning note on balancing classes for adaptation. A classifier training dataset is balanced before updating a pretrained model for ticket routing.,Fine-tuning,validation,authored_synthetic
A-16-2,A-16,"A system finds the relevant rows in financial reports and passes that context to a text generator. The article is titled ""Retrieving tables for answers"".",RAG,validation,authored_synthetic
D-19-2,D-19,"An existing sentiment service labels text positive or negative; the article does not describe adapting its model. The article is titled ""Classifying customer sentiment"".",Other,validation,authored_synthetic
D-16-0,D-16,Detecting anomalies in transactions. A statistical model flags unusual transaction patterns using structured features.,Other,validation,authored_synthetic
B-19-2,B-19,"A language model selects actions in an environment and adjusts its next move from observed feedback. The article is titled ""A simulated environment for decisions"".",Agents,validation,authored_synthetic
C-12-4,C-12,Reading suggestion: Balancing classes for adaptation. A classifier training dataset is balanced before updating a pretrained model for ticket routing. The intended reader is a software developer.,Fine-tuning,validation,authored_synthetic
A-18-3,A-18,A developer learning note on dense retrieval for a help center. A help-center assistant embeds queries and retrieves similar support articles as answer context.,RAG,validation,authored_synthetic
D-16-4,D-16,Reading suggestion: Detecting anomalies in transactions. A statistical model flags unusual transaction patterns using structured features. The intended reader is a software developer.,Other,validation,authored_synthetic
B-16-1,B-16,"Article: Auditing an assistant's actions. Description: The article records which tools an agent called, their inputs, and the resulting state changes.",Agents,validation,authored_synthetic
A-09-4,A-09,Reading suggestion: Comparing retrieval recall. The experiment measures whether search returns the passages that contain the answer. The intended reader is a software developer.,RAG,validation,authored_synthetic
